folio,material_id,material,familia,unidad,proveedor_id,proveedor,origen,distancia_km,pad_id,pad,operadora,mes,fecha_orden,fecha_plan,fecha_real,lead_plan_dias,lead_real_dias,retraso_dias,cant_plan,cant_real,costo_material_usd,costo_flete_usd,costo_demora_usd,estado
ENV-00204,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-03,La Amarga Chica,YPF,2025-09,2025-09-27,2025-10-06,2025-10-06,9,9,0,8964.1,8985.5,673912.0,1117817.0,0,OTIF
ENV-00205,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-08,Aguada Pichana,Total,2025-10,2025-10-07,2025-10-15,2025-10-15,8,8,0,9000,8999.1,674932.0,1078484.0,0,OTIF
ENV-00206,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-08,Aguada Pichana,Total,2025-10,2025-10-07,2025-10-12,2025-10-11,5,4,-1,9000,8962.6,824559.0,579141.0,0,OTIF
ENV-00207,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-03,La Amarga Chica,YPF,2025-10,2025-10-07,2025-10-16,2025-10-16,9,9,0,9000,8930.4,821597.0,759917.0,0,OTIF
ENV-00208,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-06,Bajada del Palo,Vista,2025-10,2025-10-07,2025-10-11,2025-10-11,4,4,0,9000,9042.5,678188.0,235958.0,0,OTIF
ENV-00209,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-01,Loma Campana,YPF,2025-10,2025-10-07,2025-10-13,2025-10-13,6,6,0,9000,9088.9,836179.0,654582.0,0,OTIF
ENV-00210,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-12,Coiron Amargo,Pan American,2025-10,2025-10-07,2025-10-14,2025-10-14,7,7,0,2877.9,2894.3,266276.0,209870.0,0,OTIF
ENV-00211,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-10,Cruz de Lorena,Shell,2025-10,2025-10-17,2025-10-21,2025-10-21,4,4,0,9000,9036.7,831376.0,217770.0,0,OTIF
ENV-00212,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-09,Los Toldos,ExxonMobil,2025-10,2025-10-17,2025-10-22,2025-10-22,5,5,0,9000,9088.6,681645.0,666860.0,0,OTIF
ENV-00213,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-03,La Amarga Chica,YPF,2025-10,2025-10-17,2025-10-22,2025-10-22,5,5,0,9000,9031.7,677378.0,612177.0,0,OTIF
ENV-00214,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-05,Rincon La Ceniza,Shell,2025-10,2025-10-17,2025-10-25,2025-10-25,8,8,0,9000,8926.8,821266.0,832167.0,0,OTIF
ENV-00215,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-06,Bajada del Palo,Vista,2025-10,2025-10-17,2025-10-23,2025-10-22,6,5,-1,9000,9041.9,831855.0,645041.0,0,OTIF
ENV-00216,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-11,Aguada Federal,Wintershall,2025-10,2025-10-17,2025-10-24,2025-10-24,7,7,0,2026.9,2040.1,187689.0,189278.0,0,OTIF
ENV-00217,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-05,Rincon La Ceniza,Shell,2025-10,2025-10-27,2025-11-03,2025-11-03,7,7,0,9000,8971.9,825415.0,633757.0,0,OTIF
ENV-00218,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-02,Bandurria Sur,YPF,2025-10,2025-10-27,2025-11-01,2025-11-01,5,5,0,9000,8910.1,819729.0,665740.0,0,OTIF
ENV-00219,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-12,Coiron Amargo,Pan American,2025-10,2025-10-27,2025-11-03,2025-11-03,7,7,0,9000,8926.8,669510.0,588207.0,0,OTIF
ENV-00220,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2025-10,2025-10-27,2025-11-01,2025-11-01,5,5,0,9000,8952.1,671408.0,628638.0,0,OTIF
ENV-00221,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-01,Loma Campana,YPF,2025-10,2025-10-27,2025-10-30,2025-11-01,3,5,2,8659.7,8650.2,648765.0,195027.0,489600,Demorado
ENV-00222,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-02,Bandurria Sur,YPF,2025-11,2025-11-06,2025-11-13,2025-11-12,7,6,-1,9000,9041.5,831818.0,560943.0,0,OTIF
ENV-00223,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-05,Rincon La Ceniza,Shell,2025-11,2025-11-06,2025-11-12,2025-11-12,6,6,0,9000,9088.7,681652.0,569459.0,0,OTIF
ENV-00224,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-01,Loma Campana,YPF,2025-11,2025-11-06,2025-11-14,2025-11-14,8,8,0,9000,9075.6,680670.0,864502.0,0,OTIF
ENV-00225,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-04,Fortin de Piedra,Tecpetrol,2025-11,2025-11-06,2025-11-13,2025-11-12,7,6,-1,9000,8973.3,672998.0,820636.0,0,OTIF
ENV-00226,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-04,Fortin de Piedra,Tecpetrol,2025-11,2025-11-06,2025-11-10,2025-11-12,4,6,2,8171.7,8189.3,753416.0,219501.0,464100,Demorado
ENV-00227,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-11,Aguada Federal,Wintershall,2025-11,2025-11-17,2025-11-19,2025-11-19,2,2,0,9000,8963.2,824614.0,204577.0,0,OTIF
ENV-00228,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-04,Fortin de Piedra,Tecpetrol,2025-11,2025-11-17,2025-11-26,2025-11-28,9,11,2,9000,9086.0,835912.0,1157845.0,515100,Demorado
ENV-00229,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-03,La Amarga Chica,YPF,2025-11,2025-11-17,2025-11-27,2025-11-27,10,10,0,9000,8994.8,827522.0,1146350.0,0,OTIF
ENV-00230,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-10,Cruz de Lorena,Shell,2025-11,2025-11-17,2025-11-22,2025-11-21,5,4,-1,9000,8407.6,630570.0,571932.0,0,Incompleto
ENV-00231,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-09,Los Toldos,ExxonMobil,2025-11,2025-11-17,2025-11-25,2025-11-24,8,7,-1,9000,9020.9,829923.0,797413.0,0,OTIF
ENV-00232,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-09,Los Toldos,ExxonMobil,2025-11,2025-11-17,2025-11-22,2025-11-22,5,5,0,2176.3,2190.9,164318.0,154707.0,0,OTIF
ENV-00233,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-12,Coiron Amargo,Pan American,2025-11,2025-11-26,2025-12-03,2025-12-03,7,7,0,9000,9076.4,835029.0,565224.0,0,OTIF
ENV-00234,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-01,Loma Campana,YPF,2025-11,2025-11-26,2025-12-05,2025-12-05,9,9,0,9000,9037.4,831441.0,876196.0,0,OTIF
ENV-00235,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-06,Bajada del Palo,Vista,2025-11,2025-11-26,2025-12-01,2025-12-01,5,5,0,9000,9041.9,831855.0,563054.0,0,OTIF
ENV-00236,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-06,Bajada del Palo,Vista,2025-11,2025-11-26,2025-12-05,2025-12-05,9,9,0,9000,9023.0,830116.0,1038733.0,0,OTIF
ENV-00237,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-01,Loma Campana,YPF,2025-11,2025-11-26,2025-12-05,2025-12-05,9,9,0,9000,9071.0,834532.0,874382.0,0,OTIF
ENV-00238,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-12,Coiron Amargo,Pan American,2025-11,2025-11-26,2025-12-01,2025-11-30,5,4,-1,1813.5,1563.0,117225.0,115867.0,0,Incompleto
ENV-00239,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-01,Loma Campana,YPF,2025-12,2025-12-06,2025-12-11,2025-12-11,5,5,0,9000,8958.8,824210.0,552822.0,0,OTIF
ENV-00240,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-09,Los Toldos,ExxonMobil,2025-12,2025-12-06,2025-12-11,2025-12-11,5,5,0,9000,7813.4,586005.0,574242.0,0,Incompleto
ENV-00241,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-05,Rincon La Ceniza,Shell,2025-12,2025-12-06,2025-12-14,2025-12-13,8,7,-1,9000,9011.5,829058.0,993706.0,0,OTIF
ENV-00242,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-08,Aguada Pichana,Total,2025-12,2025-12-06,2025-12-15,2025-12-15,9,9,0,9000,9041.8,831846.0,848225.0,0,OTIF
ENV-00243,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-03,La Amarga Chica,YPF,2025-12,2025-12-06,2025-12-09,2025-12-11,3,5,2,9000,9034.8,677610.0,203841.0,511700,Demorado
ENV-00244,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2025-12,2025-12-06,2025-12-13,2025-12-12,7,6,-1,3540.3,3521.8,324006.0,238703.0,0,OTIF
ENV-00245,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-03,La Amarga Chica,YPF,2025-12,2025-12-16,2025-12-21,2025-12-22,5,6,1,9000,8984.4,826565.0,662789.0,254150,Demorado
ENV-00246,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-12,Coiron Amargo,Pan American,2025-12,2025-12-16,2025-12-25,2025-12-29,9,13,4,9000,9012.2,675915.0,825101.0,1020000,Demorado
ENV-00247,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-04,Fortin de Piedra,Tecpetrol,2025-12,2025-12-16,2025-12-25,2025-12-25,9,9,0,9000,9059.7,833492.0,1004246.0,0,OTIF
ENV-00248,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-04,Fortin de Piedra,Tecpetrol,2025-12,2025-12-16,2025-12-23,2025-12-26,7,10,3,9000,8939.6,670470.0,824232.0,759900,Demorado
ENV-00249,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-09,Los Toldos,ExxonMobil,2025-12,2025-12-16,2025-12-21,2025-12-21,5,5,0,9000,8926.3,821220.0,647267.0,0,OTIF
ENV-00250,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-12,Coiron Amargo,Pan American,2025-12,2025-12-16,2025-12-21,2025-12-21,5,5,0,281.4,280.0,21000.0,18301.0,0,OTIF
ENV-00251,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-11,Aguada Federal,Wintershall,2025-12,2025-12-26,2026-01-03,2026-01-03,8,8,0,9000,9063.8,833870.0,852115.0,0,OTIF
ENV-00252,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-02,Bandurria Sur,YPF,2025-12,2025-12-26,2026-01-02,2026-01-01,7,6,-1,9000,8470.5,779286.0,869348.0,0,Incompleto
ENV-00253,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-07,El Trapial,Chevron,2025-12,2025-12-26,2026-01-02,2026-01-02,7,7,0,9000,8956.6,824007.0,650142.0,0,OTIF
ENV-00254,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-02,Bandurria Sur,YPF,2025-12,2025-12-26,2026-01-02,2026-01-01,7,6,-1,9000,9059.3,679448.0,592908.0,0,OTIF
ENV-00255,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-08,Aguada Pichana,Total,2025-12,2025-12-26,2025-12-31,2025-12-31,5,5,0,9000,8999.3,674948.0,595797.0,0,OTIF
ENV-00256,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-06,Bajada del Palo,Vista,2025-12,2025-12-26,2026-01-02,2026-01-02,7,7,0,1244.9,1247.7,93578.0,119009.0,0,OTIF
ENV-00257,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-08,Aguada Pichana,Total,2026-01,2026-01-04,2026-01-13,2026-01-12,9,8,-1,9000,8985.5,826666.0,860756.0,0,OTIF
ENV-00258,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-04,Fortin de Piedra,Tecpetrol,2026-01,2026-01-04,2026-01-07,2026-01-07,3,3,0,9000,8997.2,674790.0,247805.0,0,OTIF
ENV-00259,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-07,El Trapial,Chevron,2026-01,2026-01-04,2026-01-11,2026-01-13,7,9,2,9000,9050.1,832609.0,759920.0,513400,Demorado
ENV-00260,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-09,Los Toldos,ExxonMobil,2026-01,2026-01-04,2026-01-14,2026-01-14,10,10,0,9000,9028.2,830594.0,987241.0,0,OTIF
ENV-00261,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-12,Coiron Amargo,Pan American,2026-01,2026-01-04,2026-01-06,2026-01-06,2,2,0,8794.0,8870.5,665288.0,248261.0,0,OTIF
ENV-00262,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-04,Fortin de Piedra,Tecpetrol,2026-01,2026-01-14,2026-01-21,2026-01-21,7,7,0,9000,8271.9,761015.0,616888.0,0,Incompleto
ENV-00263,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-10,Cruz de Lorena,Shell,2026-01,2026-01-14,2026-01-22,2026-01-22,8,8,0,9000,7285.9,546442.0,691801.0,0,Incompleto
ENV-00264,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-08,Aguada Pichana,Total,2026-01,2026-01-14,2026-01-20,2026-01-20,6,6,0,9000,9039.0,677925.0,669996.0,0,OTIF
ENV-00265,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-06,Bajada del Palo,Vista,2026-01,2026-01-14,2026-01-16,2026-01-16,2,2,0,9000,8930.0,669750.0,227054.0,0,OTIF
ENV-00266,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-02,Bandurria Sur,YPF,2026-01,2026-01-14,2026-01-21,2026-01-21,7,7,0,9000,8964.3,824716.0,560868.0,0,OTIF
ENV-00267,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-07,El Trapial,Chevron,2026-01,2026-01-14,2026-01-21,2026-01-21,7,7,0,450.7,454.2,41786.0,31567.0,0,OTIF
ENV-00268,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2026-01,2026-01-24,2026-01-30,2026-01-30,6,6,0,9000,9041.2,678090.0,674143.0,0,OTIF
ENV-00269,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-07,El Trapial,Chevron,2026-01,2026-01-24,2026-02-01,2026-02-01,8,8,0,9000,8949.8,671235.0,1045678.0,0,OTIF
ENV-00270,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-03,La Amarga Chica,YPF,2026-01,2026-01-24,2026-02-03,2026-02-06,10,13,3,9000,9069.4,834385.0,951149.0,770100,Demorado
ENV-00271,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-11,Aguada Federal,Wintershall,2026-01,2026-01-24,2026-01-27,2026-01-28,3,4,1,9000,8973.1,825525.0,240854.0,254150,Demorado
ENV-00272,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-01,Loma Campana,YPF,2026-01,2026-01-24,2026-01-27,2026-01-27,3,3,0,9000,8998.8,827890.0,221379.0,0,OTIF
ENV-00273,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-02,Bandurria Sur,YPF,2026-01,2026-01-24,2026-02-02,2026-02-02,9,9,0,384.5,381.2,35070.0,38196.0,0,OTIF
ENV-00274,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-06,Bajada del Palo,Vista,2026-02,2026-02-03,2026-02-08,2026-02-08,5,5,0,9000,9041.8,831846.0,620436.0,0,OTIF
ENV-00275,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-02,Bandurria Sur,YPF,2026-02,2026-02-03,2026-02-13,2026-02-13,10,10,0,9000,8987.6,826859.0,1070252.0,0,OTIF
ENV-00276,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-07,El Trapial,Chevron,2026-02,2026-02-03,2026-02-10,2026-02-12,7,9,2,9000,9009.7,675728.0,914320.0,510000,Demorado
ENV-00277,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-11,Aguada Federal,Wintershall,2026-02,2026-02-03,2026-02-11,2026-02-10,8,7,-1,9000,9061.2,833630.0,778139.0,0,OTIF
ENV-00278,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-07,El Trapial,Chevron,2026-02,2026-02-03,2026-02-09,2026-02-09,6,6,0,9000,8927.5,669562.0,567962.0,0,OTIF
ENV-00279,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-02,Bandurria Sur,YPF,2026-02,2026-02-03,2026-02-10,2026-02-10,7,7,0,376.7,377.9,34767.0,32117.0,0,OTIF
ENV-00280,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-03,La Amarga Chica,YPF,2026-02,2026-02-12,2026-02-20,2026-02-20,8,8,0,9000,8993.7,827420.0,785653.0,0,OTIF
ENV-00281,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-01,Loma Campana,YPF,2026-02,2026-02-12,2026-02-19,2026-02-18,7,6,-1,9000,9007.5,675562.0,674602.0,0,OTIF
ENV-00282,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-09,Los Toldos,ExxonMobil,2026-02,2026-02-12,2026-02-20,2026-02-20,8,8,0,9000,9066.0,679950.0,837413.0,0,OTIF
ENV-00283,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-08,Aguada Pichana,Total,2026-02,2026-02-12,2026-02-20,2026-02-20,8,8,0,9000,8074.0,742808.0,933540.0,0,Incompleto
ENV-00284,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-10,Cruz de Lorena,Shell,2026-02,2026-02-12,2026-02-19,2026-02-19,7,7,0,8671.8,8614.1,646058.0,749869.0,0,OTIF
ENV-00285,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-01,Loma Campana,YPF,2026-02,2026-02-21,2026-02-26,2026-02-26,5,5,0,9000,9022.9,830107.0,657720.0,0,OTIF
ENV-00286,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-12,Coiron Amargo,Pan American,2026-02,2026-02-21,2026-02-26,2026-02-26,5,5,0,9000,8959.7,671978.0,603299.0,0,OTIF
ENV-00287,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-12,Coiron Amargo,Pan American,2026-02,2026-02-21,2026-03-01,2026-02-28,8,7,-1,9000,9046.5,832278.0,1142221.0,0,OTIF
ENV-00288,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-10,Cruz de Lorena,Shell,2026-02,2026-02-21,2026-03-02,2026-03-02,9,9,0,9000,8957.5,671812.0,1066929.0,0,OTIF
ENV-00289,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-08,Aguada Pichana,Total,2026-02,2026-02-21,2026-02-28,2026-02-27,7,6,-1,8453.0,8485.7,636428.0,709069.0,0,OTIF
ENV-00290,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-06,Bajada del Palo,Vista,2026-03,2026-03-02,2026-03-10,2026-03-10,8,8,0,9000,8913.6,668520.0,1097857.0,0,OTIF
ENV-00291,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-05,Rincon La Ceniza,Shell,2026-03,2026-03-02,2026-03-09,2026-03-09,7,7,0,9000,8964.1,824697.0,641426.0,0,OTIF
ENV-00292,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-06,Bajada del Palo,Vista,2026-03,2026-03-02,2026-03-06,2026-03-06,4,4,0,9000,8948.1,823225.0,241934.0,0,OTIF
ENV-00293,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-09,Los Toldos,ExxonMobil,2026-03,2026-03-02,2026-03-04,2026-03-04,2,2,0,9000,9001.2,828110.0,209368.0,0,OTIF
ENV-00294,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-10,Cruz de Lorena,Shell,2026-03,2026-03-02,2026-03-04,2026-03-04,2,2,0,9000,8954.9,671618.0,223927.0,0,OTIF
ENV-00295,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-12,Coiron Amargo,Pan American,2026-03,2026-03-02,2026-03-11,2026-03-11,9,9,0,2308.0,2327.5,174562.0,278893.0,0,OTIF
ENV-00296,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-08,Aguada Pichana,Total,2026-03,2026-03-11,2026-03-16,2026-03-16,5,5,0,9000,8972.0,825424.0,654356.0,0,OTIF
ENV-00297,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-12,Coiron Amargo,Pan American,2026-03,2026-03-11,2026-03-17,2026-03-18,6,7,1,9000,9050.4,678780.0,576731.0,256700,Demorado
ENV-00298,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-04,Fortin de Piedra,Tecpetrol,2026-03,2026-03-11,2026-03-17,2026-03-17,6,6,0,9000,9084.1,681308.0,641740.0,0,OTIF
ENV-00299,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-03,La Amarga Chica,YPF,2026-03,2026-03-11,2026-03-20,2026-03-20,9,9,0,9000,9079.7,680978.0,882600.0,0,OTIF
ENV-00300,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-05,Rincon La Ceniza,Shell,2026-03,2026-03-11,2026-03-14,2026-03-14,3,3,0,9000,8964.4,824725.0,227592.0,0,OTIF
ENV-00301,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-10,Cruz de Lorena,Shell,2026-03,2026-03-11,2026-03-18,2026-03-18,7,7,0,1800.0,1795.5,134662.0,172189.0,0,OTIF
ENV-00302,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-05,Rincon La Ceniza,Shell,2026-03,2026-03-19,2026-03-27,2026-04-06,8,18,10,9000,8957.0,671775.0,870412.0,2541500,Demorado
ENV-00303,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-05,Rincon La Ceniza,Shell,2026-03,2026-03-19,2026-03-27,2026-03-27,8,8,0,9000,8511.7,638378.0,1046945.0,0,Incompleto
ENV-00304,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-06,Bajada del Palo,Vista,2026-03,2026-03-19,2026-03-26,2026-03-28,7,9,2,9000,9073.2,680490.0,603452.0,513400,Demorado
ENV-00305,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-10,Cruz de Lorena,Shell,2026-03,2026-03-19,2026-03-22,2026-03-22,3,3,0,9000,9051.3,678848.0,249070.0,0,OTIF
